unique_id,page_number,title,approval_status,address,date,municipality,pdf_link
gmb-2022-97408,10,"Wet toeristische verhuur, Boksdoornstraat 22 te Den Haag",,geen 'verleend',04-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-97408.pdf
gmb-2022-97383,10,"Wet toeristische verhuur, Hyacinthweg 72 te Den Haag",,geen 'verleend',04-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-97383.pdf
gmb-2022-90191,10,"Wet toeristische verhuur, Van Beverningkstraat 225B te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90191.pdf
gmb-2022-90308,10,"Wet toeristische verhuur, Daguerrestraat 92 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90308.pdf
gmb-2022-90644,10,"Wet toeristische verhuur, Fultonstraat 37 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90644.pdf
gmb-2022-90645,10,"Wet toeristische verhuur, Jacob Mosselstraat 72 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90645.pdf
gmb-2022-90246,10,"Wet toeristische verhuur, Zoutkeetsingel 10 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90246.pdf
gmb-2022-90360,10,"Wet toeristische verhuur, Fuchsiastraat 43 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90360.pdf
gmb-2022-90386,10,"Wet toeristische verhuur, Copernicusstraat 24 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90386.pdf
gmb-2022-90221,10,"Wet toeristische verhuur, Zeekant 15 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90221.pdf
gmb-2022-131597,10,"Wet toeristische verhuur, Toussaintkade 68 te Den Haag",,geen 'verleend',24-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-131597.pdf
gmb-2022-90279,10,"Wet toeristische verhuur, Sportlaan 41 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90279.pdf
gmb-2022-141639,10,"Wet toeristische verhuur, Haanplein 5 te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141639.pdf
gmb-2022-141226,10,"Wet toeristische verhuur, Thomsonlaan 22 te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141226.pdf
gmb-2022-186296,9,"Wet toeristische verhuur, Koningin Emmakade 183A te Den Haag",,geen 'verleend',26-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-186296.pdf
gmb-2022-186304,9,"Wet toeristische verhuur, Kraaienlaan 75 te Den Haag",,geen 'verleend',26-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-186304.pdf
gmb-2022-182681,9,"Wet toeristische verhuur, Galileïstraat 94 te Den Haag",,geen 'verleend',22-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-182681.pdf
gmb-2022-180297,9,"Wet toeristische verhuur, Havenkade 3A te Den Haag",,geen 'verleend',21-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-180297.pdf
gmb-2022-177817,9,"Wet toeristische verhuur, Juliana van Stolberglaan 371 te Den Haag",,geen 'verleend',21-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-177817.pdf
gmb-2022-171686,9,"Wet toeristische verhuur, Badhuisstraat 276 te Den Haag",,geen 'verleend',15-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-171686.pdf
gmb-2022-163161,9,"Wet toeristische verhuur, Galileïstraat 121 te Den Haag",,geen 'verleend',12-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-163161.pdf
gmb-2022-163118,9,"Wet toeristische verhuur, Theresiastraat 123B te Den Haag",,geen 'verleend',12-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-163118.pdf
gmb-2022-163082,9,"Wet toeristische verhuur, IJmuidenstraat 53 te Den Haag",,geen 'verleend',12-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-163082.pdf
gmb-2022-163166,9,"Wet toeristische verhuur, Van Bleiswijkstraat 260 te Den Haag",,geen 'verleend',12-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-163166.pdf
gmb-2022-155608,10,"Wet toeristische verhuur, Jurriaan Kokstraat 125 te Den Haag",,geen 'verleend',07-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-155608.pdf
gmb-2022-155573,10,"Wet toeristische verhuur, Prins Hendrikstraat 16 te Den Haag",,geen 'verleend',07-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-155573.pdf
gmb-2022-149111,10,"Wet toeristische verhuur, Loggerstraat 9 te Den Haag",,geen 'verleend',04-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-149111.pdf
gmb-2022-149107,10,"Wet toeristische verhuur, Wassenaarsestraat 180 te Den Haag",,geen 'verleend',04-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-149107.pdf
gmb-2022-141272,10,"Wet toeristische verhuur, Hof van Scheveningen 17 te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141272.pdf
gmb-2022-141640,10,"Wet toeristische verhuur, 1e Sweelinckstraat 28 te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141640.pdf
gmb-2022-141477,10,"Wet toeristische verhuur, Nassau Odijckstraat 39 te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141477.pdf
gmb-2022-141536,10,"Wet toeristische verhuur, Sneeuwbalstraat 44 te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141536.pdf
gmb-2022-141232,10,"Wet toeristische verhuur, Haarlemsestraat 16 te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141232.pdf
gmb-2022-141176,10,"Wet toeristische verhuur, 1e Sweelinckstraat 42A te Den Haag",,geen 'verleend',30-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-141176.pdf
gmb-2022-90393,10,"Wet toeristische verhuur, Louis Couperusplein 68 te Den Haag",,geen 'verleend',01-03-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-90393.pdf
gmb-2022-85549,10,"Wet toeristische verhuur, Vuurbaakstraat 18 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85549.pdf
gmb-2022-85473,10,"Wet toeristische verhuur, Werfstraat 183 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85473.pdf
gmb-2022-70391,10,"Wet toeristische verhuur, Willem de Zwijgerlaan 151 te Den Haag",,geen 'verleend',17-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-70391.pdf
gmb-2022-70778,10,"Wet toeristische verhuur, Marcelisstraat 72 te Den Haag",,geen 'verleend',17-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-70778.pdf
gmb-2022-70632,10,"Wet toeristische verhuur, Regentesselaan 219 te Den Haag",,geen 'verleend',17-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-70632.pdf
gmb-2022-67968,10,"Wet toeristische verhuur, Columbusstraat 52 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-67968.pdf
gmb-2022-68536,10,"Wet toeristische verhuur, Bosschestraat 43 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68536.pdf
gmb-2022-68644,10,"Wet toeristische verhuur, Stevinstraat 244 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68644.pdf
gmb-2022-68429,10,"Wet toeristische verhuur, Lavendelstraat 64 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68429.pdf
gmb-2022-68131,10,"Wet toeristische verhuur, Zeilstraat 84 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68131.pdf
gmb-2022-68480,10,"Wet toeristische verhuur, Kielstraat 12 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68480.pdf
gmb-2022-68164,10,"Wet toeristische verhuur, Laan van Meerdervoort 1420 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68164.pdf
gmb-2022-68089,10,"Wet toeristische verhuur, Klimopstraat 262 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68089.pdf
gmb-2022-68127,10,"Wet toeristische verhuur, Pluvierstraat 274 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68127.pdf
gmb-2022-68647,10,"Wet toeristische verhuur, Katwijkstraat 23 te Den Haag",,geen 'verleend',16-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-68647.pdf
gmb-2022-65549,11,"Wet toeristische verhuur, Mimosastraat 82 te Den Haag",,geen 'verleend',15-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-65549.pdf
gmb-2022-65638,11,"Wet toeristische verhuur, Gevers Deynootweg 129 te Den Haag",,geen 'verleend',15-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-65638.pdf
gmb-2022-65518,11,"Wet toeristische verhuur, Parsifalstraat 31 te Den Haag",,geen 'verleend',15-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-65518.pdf
gmb-2022-65621,11,"Wet toeristische verhuur, Nachtegaalplein 3 te Den Haag",,geen 'verleend',15-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-65621.pdf
gmb-2022-65477,11,"Wet toeristische verhuur, Usselincxstraat 149 te Den Haag",,geen 'verleend',15-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-65477.pdf
gmb-2022-65515,11,"Wet toeristische verhuur, Beeklaan 331 te Den Haag",,geen 'verleend',15-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-65515.pdf
gmb-2022-70421,10,"Wet toeristische verhuur, Groningsestraat 83 te Den Haag",,geen 'verleend',17-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-70421.pdf
gmb-2022-70592,10,"Wet toeristische verhuur, Govert Bidloostraat 27 te Den Haag",,geen 'verleend',17-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-70592.pdf
gmb-2022-70725,10,"Wet toeristische verhuur, Gevers Deynootweg 109B te Den Haag",,geen 'verleend',17-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-70725.pdf
gmb-2022-72375,10,"Wet toeristische verhuur, Paets van Troostwijkstraat 119 te Den Haag",,geen 'verleend',18-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-72375.pdf
gmb-2022-85842,10,"Wet toeristische verhuur, Van Heutszstraat 79 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85842.pdf
gmb-2022-85786,10,"Wet toeristische verhuur, Harstenhoekweg 177 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85786.pdf
gmb-2022-85843,10,"Wet toeristische verhuur, Messstraat 7 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85843.pdf
gmb-2022-85653,10,"Wet toeristische verhuur, Zeekant 14B te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85653.pdf
gmb-2022-85622,10,"Wet toeristische verhuur, Schoutenstraat 36 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85622.pdf
gmb-2022-85521,10,"Wet toeristische verhuur, Gevers Deynootweg 147 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85521.pdf
gmb-2022-85591,10,"Wet toeristische verhuur, Kanaalweg 92A te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85591.pdf
gmb-2022-85845,10,"Wet toeristische verhuur, Nassau Dillenburgstraat 28 te Den Haag",,geen 'verleend',25-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-85845.pdf
gmb-2022-75649,10,"Wet toeristische verhuur, Daguerrestraat 46 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75649.pdf
gmb-2022-186352,9,"Wet toeristische verhuur, Thomsonlaan 80 te Den Haag",,geen 'verleend',26-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-186352.pdf
gmb-2022-75554,10,"Wet toeristische verhuur, Laan van Eik en Duinen 113 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75554.pdf
gmb-2022-75409,10,"Wet toeristische verhuur, Schipperstraat 79 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75409.pdf
gmb-2022-75601,10,"Wet toeristische verhuur, Amsterdamsestraat 25 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75601.pdf
gmb-2022-75690,10,"Wet toeristische verhuur, Gevers Deynootweg 116 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75690.pdf
gmb-2022-75558,10,"Wet toeristische verhuur, Zeilstraat 3 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75558.pdf
gmb-2022-75412,10,"Wet toeristische verhuur, Kranenburgweg 106 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75412.pdf
gmb-2022-72161,10,"Wet toeristische verhuur, 2e Sweelinckstraat 92 te Den Haag",,geen 'verleend',18-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-72161.pdf
gmb-2022-72675,10,"Wet toeristische verhuur, Patrijslaan 12 te Den Haag",,geen 'verleend',18-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-72675.pdf
gmb-2022-72713,10,"Wet toeristische verhuur, Hugo de Grootstraat 29 te Den Haag",,geen 'verleend',18-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-72713.pdf
gmb-2022-72584,10,"Wet toeristische verhuur, Piet Heinstraat 31 te Den Haag",,geen 'verleend',18-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-72584.pdf
gmb-2022-75415,10,"Wet toeristische verhuur, Paulinastraat 42 te Den Haag",,geen 'verleend',21-02-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-75415.pdf
gmb-2022-193268,9,"Wet toeristische verhuur, Ridderspoorweg 246 te Den Haag",,geen 'verleend',29-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-193268.pdf
gmb-2022-193109,9,"Wet toeristische verhuur, Johan van Oldenbarneveltlaan 59A te Den Haag",,geen 'verleend',29-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-193109.pdf
gmb-2022-193114,9,"Wet toeristische verhuur, Hazelaarstraat 39 te Den Haag",,geen 'verleend',29-04-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-193114.pdf
gmb-2022-289753,8,"Wet toeristische verhuur, Paulus Buijsstraat 29 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-289753.pdf
gmb-2022-289594,8,"Wet toeristische verhuur, Vierloper 13 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-289594.pdf
gmb-2022-290126,8,"Wet toeristische verhuur, Regentesseplein 219 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-290126.pdf
gmb-2022-290570,8,"Wet toeristische verhuur, Vijzelstraat 85 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-290570.pdf
gmb-2022-290564,8,"Wet toeristische verhuur, Madoerastraat 1 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-290564.pdf
gmb-2022-289591,8,"Wet toeristische verhuur, Symonszstraat 2 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-289591.pdf
gmb-2022-290610,8,"Wet toeristische verhuur, Kamillestraat 27 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-290610.pdf
gmb-2022-290173,8,"Wet toeristische verhuur, Acaciastraat 21 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-290173.pdf
gmb-2022-290567,8,"Wet toeristische verhuur, Steigerstraat 14 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-290567.pdf
gmb-2022-289643,8,"Wet toeristische verhuur, Jurriaan Kokstraat 4 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-289643.pdf
gmb-2022-289745,8,"Wet toeristische verhuur, Edisonstraat 76 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-289745.pdf
gmb-2022-289929,8,"Wet toeristische verhuur, Galileistraat 117 te Den Haag",,geen 'verleend',27-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-289929.pdf
gmb-2022-275146,8,"Wet toeristische verhuur, Heemraadstraat 163 te Den Haag",,geen 'verleend',17-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-275146.pdf
gmb-2022-275191,8,"Wet toeristische verhuur, IJmuidenstraat 112 te Den Haag",,geen 'verleend',17-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-275191.pdf
gmb-2022-265944,8,"Wet toeristische verhuur, Amsterdamsestraat 31 te Den Haag",,geen 'verleend',13-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-265944.pdf
gmb-2022-265875,8,"Wet toeristische verhuur, Malakkastraat 12A te Den Haag",,geen 'verleend',13-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-265875.pdf
gmb-2022-265913,8,"Wet toeristische verhuur, Benoordenhoutseweg 261 te Den Haag",,geen 'verleend',13-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-265913.pdf
gmb-2022-265889,8,"Wet toeristische verhuur, Mient 511 te Den Haag",,geen 'verleend',13-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-265889.pdf
gmb-2022-265933,8,"Wet toeristische verhuur, Dirk Hoogenraadstraat 92 te Den Haag",,geen 'verleend',13-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-265933.pdf
gmb-2022-291577,8,"Wet toeristische verhuur, Ampèrestraat 82 te Den Haag",,geen 'verleend',28-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-291577.pdf
gmb-2022-297991,8,"Wet toeristische verhuur, Stevinstraat 5 te Den Haag",,geen 'verleend',30-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-297991.pdf
gmb-2022-297976,8,"Wet toeristische verhuur, Duivelandsestraat 105 te Den Haag",,geen 'verleend',30-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-297976.pdf
gmb-2022-313187,8,"Wet toeristische verhuur, Danckertsstraat 8 te Den Haag",,geen 'verleend',11-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-313187.pdf
gmb-2022-363023,7,"Wet toeristische verhuur, Cederstraat 156 te Den Haag",,geen 'verleend',09-08-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-363023.pdf
gmb-2022-363030,7,"Wet toeristische verhuur, Nieuwe Parklaan 7 te Den Haag",,geen 'verleend',09-08-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-363030.pdf
gmb-2022-337549,8,"Wet toeristische verhuur, Roelofsstraat 121 te Den Haag",,geen 'verleend',25-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-337549.pdf
gmb-2022-339368,8,"Wet toeristische verhuur, Denneweg 22 te Den Haag",,geen 'verleend',25-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-339368.pdf
gmb-2022-339406,8,"Wet toeristische verhuur, Arie de Jongstraat 5 te Den Haag",,geen 'verleend',25-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-339406.pdf
gmb-2022-339467,8,"Wet toeristische verhuur, Korbootstraat 49 te Den Haag",,geen 'verleend',25-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-339467.pdf
gmb-2022-336000,8,"Wet toeristische verhuur, Hamerstraat 67K te Den Haag",,geen 'verleend',22-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-336000.pdf
gmb-2022-335966,8,"Wet toeristische verhuur, Vuurbaakstraat 24 te Den Haag",,geen 'verleend',22-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-335966.pdf
gmb-2022-324604,8,"Wet toeristische verhuur, Ruychrocklaan 48 te Den Haag",,geen 'verleend',15-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-324604.pdf
gmb-2022-265946,8,"Wet toeristische verhuur, Adriaan Vlackstraat 35 te Den Haag",,geen 'verleend',13-06-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-265946.pdf
gmb-2022-324636,8,"Wet toeristische verhuur, Dirk Hoogenraadstraat 94 te Den Haag",,geen 'verleend',15-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-324636.pdf
gmb-2022-321764,8,"Wet toeristische verhuur, Wassenaarsestraat 111 te Den Haag",,geen 'verleend',14-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-321764.pdf
gmb-2022-321753,8,"Wet toeristische verhuur, Dr. Lelykade 208C te Den Haag",,geen 'verleend',14-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-321753.pdf
gmb-2022-321850,8,"Wet toeristische verhuur, Prins Hendrikstraat 55 10 te Den Haag",,geen 'verleend',14-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-321850.pdf
gmb-2022-313194,8,"Wet toeristische verhuur, Pieter van den Zandestraat 45 te Den Haag",,geen 'verleend',11-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-313194.pdf
gmb-2022-313213,8,"Wet toeristische verhuur, Weststraat 17 te Den Haag",,geen 'verleend',11-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-313213.pdf
gmb-2022-313158,8,"Wet toeristische verhuur, Scheldestraat 95 te Den Haag",,geen 'verleend',11-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-313158.pdf
gmb-2022-313152,8,"Wet toeristische verhuur, Thorbeckelaan 675 te Den Haag",,geen 'verleend',11-07-2022,'s-Gravenhage,https://zoek.officielebekendmakingen.nl/gmb-2022-313152.pdf
